id,material_id,energy,energy_per_atom,formation_energy_per_atom,elasticity.K_VRH,name
9669,mp-22483,-25.28149282,-3.160186603,-0.572559454,28,9669
9670,mp-2258,-15.71639526,-3.929098815,-0.036223428,142,9670
9671,mp-22692,-3.66504842,-3.66504842,0.04754113,38,9671
9672,mp-22914,-6.70407879,-3.352039395,-0.675510572,48,9672
9673,mp-2293,-13.36380618,-6.68190309,-0.353094116,55,9673
9674,mp-23,-5.7798218,-5.7798218,0,198,9674
9675,mp-2302,-20.76696624,-6.92232208,-0.477146353,231,9675
9676,mp-23062,-39.59005325,-6.598342208,-0.859391028,14,9676
9677,mp-2331,-50.99918311,-8.499863852,-0.431725044,295,9677
9678,mp-23319,-46.24919411,-4.624919411,-1.860030776,16,9678
9679,mp-23558,-111.4489819,-4.643707577,-0.928962427,100,9679
9680,mp-2360,-15.90265702,-3.975664255,-0.667177073,46,9680
9681,mp-2369,-41.01233581,-5.126541976,-0.542151016,101,9681
9682,mp-23729,-15.46485701,-3.092971402,-0.138802231,63,9682
9683,mp-238,-14.74130615,-7.370653075,-0.20155637,134,9683
9684,mp-2399,-7.80271002,-3.90135501,-0.516503172,65,9684
9685,mp-24154,-17.54938372,-5.849794573,-0.322868452,178,9685
9686,mp-24192,-13.41189948,-4.47063316,-0.788333786,87,9686
9687,mp-2420,-76.43771826,-9.554714783,-0.369008617,222,9687
9688,mp-24205,-20.2597358,-3.376622633,-1.225546973,53,9688
9689,mp-24422,-22.08293136,-3.68048856,-1.388446581,4,9689
9690,mp-2454,-101.9731812,-8.497765098,-0.219882792,147,9690
9691,mp-2499,-16.37444338,-4.093610845,-0.422430102,34,9691
9692,mp-2509,-32.37751324,-8.09437831,-0.737031577,166,9692
9693,mp-251,-21.8745154,-10.9372577,-1.032132966,327,9693
9694,mp-2524,-12.90314975,-4.301049917,-0.692942233,68,9694
9695,mp-2540,-20.18892397,-10.09446199,-0.372973945,254,9695
9696,mp-25417,-30.15590931,-7.538977328,-2.96515067,133,9696
9697,mp-260,-34.74470427,-8.686176068,-0.519957012,266,9697
9698,mp-2618,-11.23702583,-3.745675277,-0.321726959,74,9698
9699,mp-2663,-75.80228808,-9.47528601,-0.381580303,207,9699
9700,mp-2688,-15.79680297,-3.949200743,-0.532531085,66,9700
9701,mp-2726,-22.56162669,-3.760271115,-0.062685348,83,9701
9702,mp-27294,-28.09322987,-4.013318553,-1.789364855,13,9702
9703,mp-2733,-66.19477555,-6.017706868,-0.335751226,141,9703
9704,mp-27507,-22.06192242,-5.515480605,-1.722320564,14,9704
9705,mp-2752,-67.68054282,-8.460067853,-0.065618688,184,9705
9706,mp-2757,-4.53919697,-2.269598485,-0.179556325,88,9706
9707,mp-27747,-35.915607,-2.99296725,-0.25146556,4,9707
9708,mp-2776,-10.04440974,-3.34813658,-0.23811612,73,9708
9709,mp-27821,-68.39570049,-4.885407178,-0.025140632,53,9709
9710,mp-27972,-34.81618253,-4.352022816,-2.094034159,24,9710
9711,mp-2806,-6.8670468,-3.4335234,-0.667578273,41,9711
9712,mp-28323,-42.32034419,-4.232034419,-0.810766159,45,9712
9713,mp-28376,-25.46473282,-3.637818974,-1.569841992,28,9713
9714,mp-28480,-34.61482795,-6.92296559,-2.29794312,26,9714
9715,mp-2849,-70.17153286,-7.796836984,-1.71770707,90,9715
9716,mp-288,-22.0375486,-5.50938715,-0.737438362,156,9716
9717,mp-28938,-119.1881926,-5.41764512,-1.579083948,13,9717
9718,mp-29066,-377.891368,-5.904552625,-0.348865933,144,9718
9719,mp-29308,-50.06839768,-4.172366473,-0.993808144,34,9719
9720,mp-2949,-25.54533969,-5.109067938,-0.550242019,90,9720
9721,mp-2968,-29.2737653,-5.85475306,-0.197141957,34,9721
9722,mp-3006,-63.70031306,-4.900024082,-0.735412429,7,9722
9723,mp-30409,-21.05709677,-7.019032257,0.180065904,114,9723
9724,mp-30741,-39.49019171,-9.872547928,-0.865058948,251,9724
9725,mp-30765,-46.17854931,-5.772318664,-0.221659061,220,9725
9726,mp-30821,-19.59594789,-4.898986973,-0.714340954,119,9726
9727,mp-31055,-35.67627423,-7.135254846,-1.194942199,104,9727
9728,mp-31168,-11.37583033,-2.843957583,-0.244969934,49,9728
9729,mp-313,-25.48704506,-8.495681687,-0.189143588,113,9729
9730,mp-31337,-20.032838,-5.0082095,-0.437923363,69,9730
9731,mp-31498,-18.97606449,-4.744016123,-0.749076853,50,9731
9732,mp-3241,-20.75454709,-4.150909418,-0.326325847,71,9732
9733,mp-339,-59.09336005,-9.848893342,0.022714309,135,9733
9734,mp-34169,-24.89157327,-3.555939039,-0.592157042,30,9734
9735,mp-342,-10.6255132,-5.3127566,-1.382264897,58,9735
9736,mp-3441,-37.66274571,-7.532549142,-1.134574125,156,9736
9737,mp-34688,-53.79613264,-8.966022107,-3.503894181,182,9737
9738,mp-3489,-35.67663306,-7.135326612,-0.624622892,125,9738
9739,mp-3494,-29.73799618,-4.956332697,-0.727943897,128,9739
9740,mp-3519,-99.93747909,-8.328123258,-2.906004602,130,9740
9741,mp-352,-122.1541767,-10.17951472,-4.030009485,205,9741
9742,mp-35717,-40.42805202,-5.053506503,-1.67662334,45,9742
9743,mp-3677,-113.5772883,-7.098580516,-1.367272779,173,9743
9744,mp-3698,-12.05737377,-4.01912459,-0.399642011,52,9744
9745,mp-37153,-33.8377107,-4.229713838,-2.227921598,32,9745
9746,mp-37381,-22.86794076,-7.62264692,-4.16134756,131,9746
9747,mp-3744,-60.11373923,-7.514217404,-2.538002658,146,9747
9748,mp-3748,-26.03572221,-6.508930553,-2.424902193,159,9748
9749,mp-37906,-13.75954072,-4.586513573,-0.767083254,98,9749
9750,mp-3988,-42.91362722,-5.364203403,-1.464296813,75,9750
9751,mp-4002,-54.19226267,-6.021362519,-3.700379503,58,9751
9752,mp-4051,-89.82547109,-7.485455924,-3.12853533,9,9752
9753,mp-4196,-53.40361827,-6.675452284,-0.654396894,115,9753
9754,mp-4227,-60.36542442,-6.036542442,-1.752483122,47,9754
9755,mp-4259,-27.62226286,-5.524452572,-0.434228255,97,9755
9756,mp-4305,-26.51607515,-5.30321503,-0.58069114,108,9756
9757,mp-4408,-197.5436048,-8.979254764,-3.86557981,162,9757
9758,mp-4519,-26.103446,-6.5258615,-2.930204243,67,9758
9759,mp-4556,-164.7108699,-5.882531066,-2.414888573,42,9759
9760,mp-4738,-35.47076581,-5.911794302,-0.668167675,64,9760
9761,mp-4840,-32.06115142,-4.007643928,-0.477864041,60,9761
9762,mp-4856,-30.04871804,-4.292674006,-0.459648825,89,9762
9763,mp-4881,-31.24599714,-6.249199428,-0.854429486,129,9763
9764,mp-4961,-18.20398369,-3.640796738,-1.356915545,30,9764
9765,mp-5012,-78.64683259,-6.553902716,-2.890863921,76,9765
9766,mp-510421,-52.96351939,-6.620439924,-1.526178955,9,9766
9767,mp-510488,-55.10375081,-6.887968851,-1.741539463,59,9767
9768,mp-510625,-54.8289095,-6.853613688,-1.795967418,155,9768
9769,mp-5127,-58.27040789,-4.855867324,-1.43793566,72,9769
9770,mp-517,-72.42189021,-8.04687669,-0.478690493,185,9770
9771,mp-5353,-42.36508414,-7.060847357,-0.518987445,217,9771
9772,mp-5370,-106.3560293,-8.863002441,-3.587770488,147,9772
9773,mp-539,-43.55484055,-4.355484055,-1.060454167,31,9773
9774,mp-540809,-172.0866129,-8.194600614,-0.736506959,216,9774
9775,mp-5410,-41.89808546,-6.983014243,-0.416111386,218,9775
9776,mp-541365,-24.96466852,-4.992933704,-0.608898442,58,9776
9777,mp-541837,-20.19889284,-4.039778568,-0.387665129,12,9777
9778,mp-542496,-72.91605225,-3.170263141,-0.332449511,64,9778
9779,mp-542595,-22.00570611,-7.33523537,0.062481207,172,9779
9780,mp-542640,-46.52484502,-5.815605628,-0.471395958,143,9780
9781,mp-5427,-76.62950863,-6.966318966,-2.989953345,116,9781
9782,mp-5438,-37.36114783,-7.472229566,-0.838234022,184,9782
9783,mp-546200,-20.23826982,-4.047653964,-0.723122286,138,9783
9784,mp-548658,-64.65055157,-6.465055157,-2.638891889,10,9784
9785,mp-5492,-302.3854291,-7.199653074,-3.462039533,79,9785
9786,mp-550566,-53.91152967,-6.738941209,-2.201267573,64,9786
9787,mp-552802,-68.11767133,-8.514708916,-2.757140746,91,9787
9788,mp-5541,-50.64912223,-8.441520372,-0.757037887,156,9788
9789,mp-5549,-10.21587712,-3.405292373,-0.450934894,67,9789
9790,mp-556076,-105.2588271,-5.847712617,-2.192554417,88,9790
9791,mp-556253,-125.8267707,-8.388451381,-4.051028741,156,9791
9792,mp-557257,-28.06618953,-5.613237906,-3.058756802,68,9792
9793,mp-557668,-39.85860086,-4.982325108,-2.222942003,25,9793
9794,mp-557772,-43.05432273,-4.305432273,-2.550857358,25,9794
9795,mp-557929,-45.4216532,-4.1292412,-0.415709163,54,9795
9796,mp-558059,-59.13437005,-4.927864171,-2.949638553,62,9796
9797,mp-558747,-84.16284997,-5.260178123,-1.130810504,10,9797
9798,mp-559264,-78.55503403,-5.611073859,-1.335076491,38,9798
9799,mp-560023,-36.33540261,-4.541925326,-2.58415327,31,9799
9800,mp-560242,-112.0463785,-5.602318927,-2.991168025,60,9800
9801,mp-560976,-21.19436266,-4.238872532,-2.533377448,75,9801
9802,mp-561442,-213.2885389,-9.694933585,-4.0070993,171,9802
9803,mp-561543,-103.7776603,-5.765425572,-3.571921195,8,9803
9804,mp-5618,-67.46628772,-6.133298884,-2.29416559,104,9804
9805,mp-567590,-112.5718235,-9.380985294,-0.389112154,215,9805
9806,mp-567629,-64.37966614,-3.218983307,-1.315228999,18,9806
9807,mp-567856,-66.68115892,-7.409017658,-0.356109628,139,9807
9808,mp-568014,-68.12780003,-8.515975004,0.031607871,158,9808
9809,mp-568075,-19.57483272,-6.52494424,0.542361698,102,9809
9810,mp-568654,-11.26246073,-3.754153577,-0.272167824,57,9810
9811,mp-568803,-205.4488778,-6.848295925,-0.168087708,229,9811
9812,mp-569120,-26.37492536,-6.59373134,-0.848514755,156,9812
9813,mp-569850,-36.37114848,-4.54639356,-1.835426366,22,9813
9814,mp-569858,-37.88205624,-6.31367604,0.04107155,56,9814
9815,mp-570157,-46.58501406,-7.76416901,-1.718469224,15,9815
9816,mp-570379,-40.5204225,-4.05204225,-2.477663852,20,9816
9817,mp-570454,-59.77235249,-9.962058748,-0.056934015,237,9817
9818,mp-570506,-57.09513948,-4.75792829,-0.892688703,9,9818
9819,mp-570528,-16.57466293,-4.143665733,-0.222574221,66,9819
9820,mp-570611,-16.76372187,-4.190930468,-0.670843979,76,9820
9821,mp-570771,-21.9248031,-3.132114729,-0.306773346,38,9821
9822,mp-570811,-58.74944034,-9.79157339,0.098411115,178,9822
9823,mp-570923,-128.0407427,-10.67006189,-0.218352217,203,9823
9824,mp-571322,-35.66869416,-8.91717354,-0.186816853,111,9824
9825,mp-571443,-13.0102044,-2.60204088,-0.293755208,36,9825
9826,mp-581707,-19.64016883,-4.910042208,-0.448255348,121,9826
9827,mp-5827,-40.14205429,-8.028410858,-3.502108462,175,9827
9828,mp-583030,-19.49361029,-6.497870097,-0.089567043,87,9828
9829,mp-5920,-11.05935778,-3.686452593,-0.262449156,61,9829
9830,mp-612740,-111.5051947,-3.716839824,-0.518619445,19,9830
9831,mp-615141,-57.8516932,-4.1322638,-0.817556175,13,9831
9832,mp-622980,-17.50082557,-5.833608523,-0.006443743,43,9832
9833,mp-625150,-60.19031351,-7.523789189,-3.007905013,78,9833
9834,mp-631299,-23.72319,-7.90773,0.830746965,125,9834
9835,mp-631395,-21.0891003,-7.0297001,1.042919875,63,9835
9836,mp-631565,-22.5790415,-5.644760375,0.681047753,101,9836
9837,mp-632413,-12.45090086,-4.150300287,-0.944960371,10,9837
9838,mp-634659,-1.11598378,-1.11598378,4.44E-16,0,9838
9839,mp-638765,-68.14593375,-6.814593375,-2.627321762,78,9839
9840,mp-675634,-46.94592522,-4.694592522,-2.811884258,50,9840
9841,mp-676416,-77.10582593,-9.638228241,-0.802239654,306,9841
9842,mp-680932,-138.9026072,-6.945130362,-1.409746281,160,9842
9843,mp-6940,-51.58664361,-10.31732872,-0.342370706,195,9843
9844,mp-696166,-170.5434679,-4.737318553,-1.853158301,21,9844
9845,mp-7093,-39.83119174,-4.425687971,-0.414871452,79,9845
9846,mp-715,-56.60807919,-9.434679865,-0.693159375,246,9846
9847,mp-7186,-31.22823115,-5.204705192,-0.610619475,121,9847
9848,mp-725,-39.08585534,-6.514309223,-1.237695724,234,9848
9849,mp-7469,-53.51924422,-4.459937018,-1.240905304,46,9849
9850,mp-752843,-31.41616454,-4.488023506,-2.54527309,43,9850
9851,mp-753304,-0.29119191,-0.29119191,0.01243711,7,9851
9852,mp-753306,-116.4084761,-9.700706343,-3.910681919,182,9852
9853,mp-753693,-81.92675816,-7.447887105,-3.073387171,135,9853
9854,mp-754086,-40.23506488,-4.023506488,-1.050900066,26,9854
9855,mp-754128,-99.21415259,-8.267846049,-3.651934357,124,9855
9856,mp-754213,-53.07532511,-6.634415639,-2.453488779,111,9856
9857,mp-754246,-76.92173091,-7.692173091,-2.767304246,26,9857
9858,mp-7544,-78.20638991,-8.689598879,-0.941105414,191,9858
9859,mp-754825,-27.18662169,-6.796655423,-3.227002338,84,9859
9860,mp-755894,-56.03682699,-4.669735583,-1.981898524,62,9860
9861,mp-756361,-95.64845149,-7.970704291,-2.540945099,122,9861
9862,mp-7599,-56.73030091,-7.091287614,-3.098748447,171,9862
9863,mp-760417,-20.95859763,-2.994085376,-1.391825392,10,9863
9864,mp-765406,-49.79984853,-7.114264076,-2.809296919,127,9864
9865,mp-768342,-239.4243735,-8.550870484,-2.997334311,148,9865
9866,mp-775910,-283.4509365,-9.44836455,-3.768687361,188,9866
9867,mp-776097,-365.4537204,-10.15149223,-4.001986997,200,9867
9868,mp-7851,-102.412672,-8.534389336,-0.23870667,247,9868
9869,mp-786,-25.09578804,-6.27394701,0.371406018,54,9869
9870,mp-7892,-37.77825876,-7.555651752,-0.470097741,218,9870
9871,mp-7906,-30.08246623,-4.297495176,-1.19938944,38,9871
9872,mp-7909,-24.23649015,-3.462355736,-0.466561713,26,9872
9873,mp-7917,-41.75312379,-6.958853965,-0.935318006,112,9873
9874,mp-7929,-20.80296513,-4.160593026,-1.165001908,32,9874
9875,mp-800,-19.79138311,-6.597127703,-0.652514477,174,9875
9876,mp-8002,-22.73148678,-5.682871695,-2.325785767,113,9876
9877,mp-8180,-59.92779224,-5.992779224,-1.473100935,39,9877
9878,mp-829,-10.67633108,-5.33816554,-0.877134155,156,9878
9879,mp-8582,-40.81652502,-8.163305004,-1.00417814,132,9879
9880,mp-861884,-17.20823076,-4.30205769,-0.943090993,43,9880
9881,mp-861901,-13.91944645,-3.479861613,-0.196005084,84,9881
9882,mp-861908,-40.50090034,-10.12522509,-0.549823,231,9882
9883,mp-861912,-42.60911106,-10.65227777,-0.53376028,229,9883
9884,mp-862373,-36.38554433,-6.064257388,-1.638107775,64,9884
9885,mp-862553,-27.03855131,-6.759637828,-0.339952781,111,9885
9886,mp-862656,-87.3354804,-4.36677402,-0.415735947,75,9886
9887,mp-862666,-25.63415137,-6.408537843,-0.830563873,147,9887
9888,mp-862769,-29.67779422,-3.709724278,-0.001457037,4,9888
9889,mp-862830,-19.46945948,-4.86736487,-0.261344705,109,9889
9890,mp-863684,-20.32463425,-5.081158563,-0.733039109,85,9890
9891,mp-863707,-9.15006358,-2.287515895,-0.382200561,17,9891
9892,mp-864647,-63.96232544,-10.66038757,-1.371440331,195,9892
9893,mp-864668,-18.10017953,-4.525044883,-0.697994565,78,9893
9894,mp-864782,-45.31922508,-11.32980627,-0.370911568,204,9894
9895,mp-864883,-18.68853505,-4.672133763,-0.686592568,112,9895
9896,mp-864937,-22.5417779,-2.817722238,-0.036933024,43,9896
9897,mp-864976,-16.07751189,-4.019377973,-0.303190145,100,9897
9898,mp-865021,-24.89447061,-6.223617653,-0.517587015,223,9898
9899,mp-865025,-48.30495833,-12.07623958,-0.400235477,273,9899
9900,mp-865039,-35.62691826,-8.906729565,-0.239049673,155,9900
9901,mp-865155,-23.44140476,-5.86035119,-0.855478473,157,9901
9902,mp-865231,-13.98085294,-3.495213235,-0.254038785,40,9902
9903,mp-865322,-41.13965063,-8.227930126,-2.949918259,141,9903
9904,mp-865382,-37.6434713,-9.410867825,-0.28050342,225,9904
9905,mp-8654,-43.57548157,-7.262580262,-0.769687292,78,9905
9906,mp-865446,-13.83862206,-3.459655515,-0.415140736,81,9906
9907,mp-865563,-19.34533336,-4.83633334,-0.802987089,105,9907
9908,mp-865648,-9.86872842,-2.467182105,-0.542686386,33,9908
9909,mp-865649,-36.44851241,-9.112128103,-0.739819315,204,9909
9910,mp-865660,-15.14170524,-3.78542631,-0.789769482,58,9910
9911,mp-865809,-34.15702232,-8.53925558,-0.352932519,212,9911
9912,mp-865814,-5.6391285,-1.409782125,-0.473844818,43,9912
9913,mp-865845,-17.69772411,-4.424431028,-0.420224118,70,9913
9914,mp-865957,-17.41727312,-4.35431828,-0.689010013,73,9914
9915,mp-865995,-14.84254803,-3.710637008,-0.690723674,71,9915
9916,mp-866000,-10.30221145,-2.575552863,-0.388584013,41,9916
9917,mp-866012,-34.80715059,-8.701787648,-0.297198315,160,9917
9918,mp-866067,-14.85922361,-3.714805903,-0.41626267,49,9918
9919,mp-866069,-25.905108,-6.476277,-0.824680965,128,9919
9920,mp-866108,-29.1060353,-3.638254413,-0.204362766,103,9920
9921,mp-867125,-26.43980356,-6.60995089,-0.90083877,201,9921
9922,mp-867144,-5.87667745,-1.469169363,-0.41826519,40,9922
9923,mp-867147,-5.45950905,-1.364877263,-0.405264294,21,9923
9924,mp-867200,-19.00216929,-4.750542323,0,39,9924
9925,mp-867293,-23.22357908,-5.80589477,-0.418657495,169,9925
9926,mp-867304,-30.69272935,-7.673182338,-0.233091559,222,9926
9927,mp-867350,-9.59024496,-2.39756124,-0.310684961,30,9927
9928,mp-867803,-7.60238004,-1.90059501,-0.197082234,16,9928
9929,mp-867874,-32.77770199,-8.194425498,-0.351788684,238,9929
9930,mp-8939,-73.92966085,-8.214406761,-0.279437501,221,9930
9931,mp-921,-46.77992505,-7.796654175,-0.748956249,152,9931
9932,mp-9459,-149.8558613,-8.325325629,-0.325531437,101,9932
9933,mp-961646,-23.27169525,-7.75723175,-0.335335677,173,9933
9934,mp-961700,-20.02899442,-6.676331473,-0.122371908,60,9934
9935,mp-961722,-19.24303162,-6.414343873,-0.041017613,95,9935
9936,mp-961725,-21.65086972,-7.216956573,-0.013933687,109,9936
9937,mp-962073,-6.95248393,-2.317494643,0.023060276,14,9937
9938,mp-9665,-42.77468313,-3.564556928,-0.34328966,16,9938
9939,mp-971857,-8.84674132,-2.21168533,1.039602579,93,9939
9940,mp-972082,-11.12678622,-2.781696555,0.345390799,82,9940
9941,mp-972185,-7.35975649,-1.839939123,0.007207823,104,9941
9942,mp-972285,-6.59615931,-1.649039828,0.095301826,11,9942
9943,mp-972752,-18.67262067,-4.668155168,0.564014839,83,9943
9944,mp-972827,-31.19976483,-6.239952966,-1.830592278,166,9944
9945,mp-973265,-7.9585938,-1.98964845,0.980075918,0,9945
9946,mp-973465,-34.97618968,-4.37202371,-0.247296125,53,9946
9947,mp-973626,-7.43626471,-0.929533089,0.116659061,40,9947
9948,mp-973824,-3.50963883,-0.877409708,-0.172457229,33,9948
9949,mp-973956,-14.04800855,-3.512002138,-0.316843918,68,9949
9950,mp-974708,-15.31602466,-3.829006165,-0.337379303,53,9950
9951,mp-974743,-8.31549015,-2.078872538,0.927117059,51,9951
9952,mp-974948,-5.26448233,-1.316120583,0.107200904,29,9952
9953,mp-975049,-11.94970643,-2.987426608,-0.464155676,57,9953
9954,mp-975284,-28.62894132,-5.725788264,-1.214596084,100,9954
9955,mp-975292,-31.17153326,-6.234306652,-2.027873528,159,9955
9956,mp-975321,-35.00803913,-4.376004891,0.168768813,51,9956
9957,mp-9755,-99.9426421,-8.328553508,-3.068993796,231,9957
9958,mp-975994,-15.18887341,-3.797218353,0.232842728,25,9958
9959,mp-976139,-7.41550544,-1.85387636,-0.022960241,19,9959
9960,mp-976261,-9.05589327,-2.263973318,-0.248265266,7,9960
9961,mp-976263,-13.01202174,-3.253005435,0.704012965,22,9961
9962,mp-976321,-9.73976109,-2.434940273,0.191976654,19,9962
9963,mp-976405,-13.74414136,-3.43603534,0.317589011,33,9963
9964,mp-977239,-11.47582762,-2.868956905,0.416199798,26,9964
9965,mp-977273,-39.15715941,-6.526193235,-0.144619282,198,9965
9966,mp-977367,-19.5874999,-4.896874975,-0.313148568,140,9966
9967,mp-977375,-33.70693441,-4.213366801,-1.840069679,4,9967
9968,mp-978502,-20.76783041,-5.191957603,-0.518655938,73,9968
9969,mp-978842,-27.34924005,-5.46984801,-2.184659931,35,9969
9970,mp-978969,-11.86217975,-2.965544938,0.080279448,453,9970
9971,mp-978993,-27.06958822,-6.767397055,-0.338755901,61,9971
9972,mp-979074,-25.2320658,-6.30801645,-2.005002749,163,9972
9973,mp-979293,-32.11287433,-4.014109291,-0.094845168,32,9973
9974,mp-979419,-20.18072342,-5.045180855,0.026427939,43,9974
9975,mp-979429,-14.21863319,-3.554658298,-0.339436026,62,9975
9976,mp-982040,-25.20286901,-5.040573802,-1.493811455,85,9976
9977,mp-982246,-13.42204146,-3.355510365,0.028048178,84,9977
9978,mp-984,-35.15512185,-8.788780463,-1.472849048,103,9978
9979,mp-984082,-39.090247,-7.8180494,-2.276345196,53,9979
9980,mp-984728,-29.81640316,-7.45410079,0.498979441,273,9980
9981,mp-984765,-22.14474738,-2.768093423,-0.543040068,15,9981
9982,mp-985282,-12.72177224,-3.18044306,0.09833164,75,9982
9983,mp-985586,-17.46843548,-3.493687096,-1.529834891,50,9983
9984,mp-989513,-85.68716349,-8.568716349,-0.867711492,102,9984
9985,mp-989579,-31.64406497,-3.164406497,-1.788931519,20,9985
9986,mp-9937,-42.65300381,-7.108833968,-0.803393611,70,9986
9987,mp-996988,-17.50549603,-4.376374008,-1.068178296,58,9987
9988,mp-998554,-14.62137023,-2.924274046,-1.383377859,32,9988
9989,mp-998883,-4.27723863,-4.27723863,0.340273,58,9989
9990,mp-998903,-17.88445348,-8.94222674,-1.018464226,258,9990
9991,mp-998964,-28.41418338,-7.103545845,-0.478356446,204,9991
9992,mp-998974,-29.20999663,-7.302499158,-0.269705224,147,9992
9993,mp-999072,-20.84812489,-5.212031223,-0.013245694,96,9993
9994,mp-999121,-17.51161834,-4.377904585,-1.057249365,31,9994
9995,mp-999187,-13.50669733,-3.376674333,0.761723517,40,9995
9996,mp-999307,-36.60715216,-9.15178804,0.438115279,317,9996
9997,mvc-13691,-84.46871232,-8.446871232,-3.126185785,183,9997
9998,mvc-13960,-43.61373146,-4.361373146,-2.077673631,10,9998
9999,mvc-14334,-79.73121212,-5.69508658,-3.395086186,80,9999
10000,mp-1001612,-23.09111986,-5.772779965,-0.800609377,95,10000
10001,mp-1001913,-9.58698856,-4.79349428,-0.559081655,54,10001
10002,mp-10054,-15.35301548,-7.67650774,-1.073403395,116,10002
10003,mp-1007924,-22.72792086,-5.681980215,0.136732651,127,10003
10004,mp-1008279,-32.17249381,-8.043123453,-0.000476321,269,10004
10005,mp-1008506,-15.40816568,-3.85204142,-0.449494403,47,10005
10006,mp-1009083,-35.34494649,-4.418118311,-0.314177656,57,10006
10007,mp-1009135,-14.18361516,-7.09180758,0.195688586,26,10007
10008,mp-1009694,-18.67697118,-9.33848559,0.860014096,331,10008
10009,mp-1009731,-19.48687855,-9.743439275,1.092209228,403,10009
10010,mp-10105,-41.32779713,-6.887966188,-0.523559855,71,10010
10011,mp-1014229,-17.51732295,-5.83910765,-0.155918888,96,10011
10012,mp-1014252,-87.83520959,-8.783520959,-0.966823538,150,10012
10013,mp-1014373,-51.87770988,-8.64628498,-0.126954365,102,10013
10014,mp-1016826,-29.19195734,-5.838391468,-1.203926919,130,10014
10015,mp-1016833,-31.3311854,-6.26623708,-1.85124334,143,10015
10016,mp-1016849,-28.33084847,-5.666169694,-1.082652035,133,10016
10017,mp-1016851,-26.50269449,-5.300538898,-0.837535991,108,10017
10018,mp-1017509,-14.88314163,-3.720785408,-0.256737648,85,10018
10019,mp-1018023,-30.60331277,-7.650828193,0.218525405,122,10019
10020,mp-1018024,-28.72659739,-7.181649348,0.157558886,170,10020
10021,mp-1018026,-10.3657561,-2.591439025,-0.22071307,44,10021
10022,mp-1018783,-25.3915974,-4.2319329,-0.12269078,55,10022
10023,mp-10189,-19.39839502,-4.849598755,-0.826954367,38,10023
10024,mp-10197,-17.92422109,-8.962110545,-2.565427496,207,10024
10025,mp-1022051,-23.03585925,-2.879482406,0.360075483,47,10025
10026,mp-1022116,-18.84571432,-2.35571429,0.189282311,43,10026
10027,mp-1022728,-23.83683575,-4.76736715,-0.60957696,110,10027
10028,mp-1023132,-53.28504172,-3.806074409,-2.139102011,19,10028
10029,mp-1024990,-48.53130074,-8.088550123,-0.689379613,248,10029
10030,mp-1025182,-44.27831037,-6.32547291,-0.522950726,60,10030
10031,mp-1025316,-51.05940908,-7.294201297,-0.697492304,129,10031
10032,mp-1025322,-40.21117173,-5.744453104,-0.418362008,90,10032
10033,mp-1025366,-42.80369029,-6.114812899,-0.413823071,193,10033
10034,mp-1025449,-45.54715264,-5.69339408,-0.811427768,113,10034
10035,mp-10255,-62.37756917,-8.91108131,-0.765155926,274,10035
10036,mp-1025799,-59.56876105,-6.618751228,-0.672931863,27,10036
10037,mp-1029656,-114.7121984,-5.214190836,-0.428613268,55,10037
10038,mp-10417,-42.61623745,-5.327029681,-1.894347314,13,10038
10039,mp-10652,-10.33331409,-5.166657045,-1.236165342,60,10039
10040,mp-10670,-26.33737358,-3.76248194,-0.516115779,47,10040
10041,mp-10714,-38.49757985,-7.69951597,-0.556044591,207,10041
10042,mp-10890,-13.55219806,-3.388049515,-0.101636929,64,10042
10043,mp-10893,-26.03225629,-6.508064073,-0.245789642,179,10043
10044,mp-11011,-48.14904596,-4.012420497,-0.958773663,23,10044
10045,mp-11091,-45.37527709,-5.041697454,-0.896381842,79,10045
10046,mp-1125,-47.1835531,-3.931962758,-1.501684234,31,10046
10047,mp-11283,-28.69132363,-4.781887272,-0.241093113,126,10047
10048,mp-11294,-7.38172421,-2.460574737,-0.320843937,56,10048
10049,mp-11401,-41.50770452,-5.188463065,-0.646345379,107,10049
10050,mp-1145,-24.42040046,-8.140133487,-1.055522112,253,10050
10051,mp-11460,-21.28375347,-10.64187674,-0.482974395,192,10051
10052,mp-11520,-19.07442567,-6.35814189,-0.899843209,94,10052
10053,mp-11577,-3.01022321,-1.505111605,-0.105583666,24,10053
10054,mp-1169,-10.99326633,-5.496633165,-0.280795278,81,10054
10055,mp-11738,-73.09892645,-4.568682903,-1.56685916,27,10055
10056,mp-11775,-41.57759557,-8.315519114,-3.313731016,137,10056
10057,mp-12006,-32.04864192,-5.34144032,-0.348343798,142,10057
10058,mp-12058,-39.10041469,-7.820082938,-1.031527989,158,10058
10059,mp-12072,-18.36789157,-6.122630523,-0.176239493,109,10059
10060,mp-1208,-27.1593118,-4.526551967,-0.50702648,82,10060
10061,mp-12137,-16.83410782,-3.366821564,-0.293788513,70,10061
10062,mp-12388,-46.62952922,-5.181058802,-0.741742474,85,10062
10063,mp-12414,-54.47024779,-6.052249754,-1.089062217,33,10063
10064,mp-12480,-86.16644054,-7.180536712,-1.241649153,149,10064
10065,mp-12537,-62.16442414,-7.770553018,-0.759311662,139,10065
10066,mp-1256,-12.51894796,-4.172982653,-0.626786417,75,10066
10067,mp-12599,-7.93138344,-3.96569172,-0.394415688,51,10067
10068,mp-12752,-48.64181917,-6.94883131,-0.459184166,108,10068
